task_model,task_data,value
0,0,108510.93101501465
1,1,244256.7582130432
2,2,303841.30573272705
3,3,377496.55389785767
4,4,415449.93019104004
5,5,442595.9452390671
6,6,506499.8267889023
7,7,528240.7997846603
8,8,592321.3279247284
9,9,621442.340195179
