task_model,task_data,value
0,0,31872.426513671875
1,1,120186.39575195312
2,2,204419.7880859375
3,3,327313.591796875
4,4,421290.61376953125
5,5,524155.3349609375
6,6,639339.2297363281
7,7,755983.8032226562
8,8,843479.9858398438
9,9,944162.2663574219
