task_model,task_data,value
0,0,0.46572936
0,1,0.017296547
0,2,0.039636903
0,3,0.04204912
0,4,0.12742738
1,0,0.19052714
1,1,0.40574867
1,2,0.1488494
1,3,0.02599028
1,4,0.11672679
2,0,0.08627117
2,1,0.12943484
2,2,0.45928937
2,3,0.09899221
2,4,0.07302825
3,0,0.06013756
3,1,0.01737498
3,2,0.041150037
3,3,0.57770365
3,4,0.06568031
4,0,0.270898
4,1,0.033536095
4,2,0.050005585
4,3,0.08557215
4,4,0.5724991
