task_model,task_data,value
0,0,0.55720574
1,1,0.41903663
2,2,0.3992411
3,3,0.2965583
4,4,0.23861094
5,5,0.20244385
6,6,0.18348458
7,7,0.15805732
8,8,0.15376164
9,9,0.13839349
