task_model,task_data,value
0,0,2209.9461482706233
1,1,1794.5024027837364
2,2,1509.6770178003496
3,3,1167.3619859336745
4,4,923.3009284003853
5,5,823.7876443314835
6,6,713.3484312195191
7,7,634.2945576243327
8,8,611.0294665069276
9,9,569.4195918882848
