task_model,task_data,value
0,0,41138.556640625
1,1,111715.8994140625
2,2,158607.33276367188
3,3,212372.60717773438
4,4,259996.31188964844
5,5,294213.486328125
6,6,341937.8249511719
7,7,382539.98193359375
8,8,436011.95666503906
9,9,475755.0723876953
