task_model,task_data,value
0,0,107342.52834320068
1,1,236482.46669769287
2,2,308567.355632782
3,3,387890.63358306885
4,4,414165.0731563568
5,5,447438.7397766113
6,6,531958.6895704269
7,7,532076.1734247208
8,8,565018.4471607208
9,9,627174.379169941
