task_model,task_data,value
0,0,30489.270751953125
1,1,113822.46850585938
2,2,205747.60107421875
3,3,334965.5915527344
4,4,421336.1037597656
5,5,524993.6005859375
6,6,651678.4125976562
7,7,758270.7043457031
8,8,775151.482421875
9,9,957378.0634765625
