task_model,task_data,value
0,0,108717.9160118103
1,1,252861.08255386353
2,2,297489.90058898926
3,3,376550.6908893585
4,4,433564.0606880188
5,5,463945.0342655182
6,6,521379.0730237961
7,7,561059.6151351929
8,8,590303.1165599823
9,9,690349.9032258987
