task_model,task_data,value
0,0,30650.14892578125
1,1,119945.5947265625
2,2,200333.57836914062
3,3,323411.2412109375
4,4,444809.3259277344
5,5,549508.0888671875
6,6,631625.083984375
7,7,775482.2104492188
8,8,811465.2058105469
9,9,1004429.2177734375
