task_model,task_data,value
0,0,0.6040154
0,1,0.036416575
0,2,0.02761995
0,3,0.08996282
0,4,0.2067825
1,0,0.56957096
1,1,0.41968414
1,2,0.1662521
1,3,0.036980517
1,4,0.17516541
2,0,0.5506387
2,1,0.36604244
2,2,0.44679737
2,3,0.15091294
2,4,0.16078982
3,0,0.53131557
3,1,0.3306381
3,2,0.4002456
3,3,0.4809853
3,4,0.15849413
4,0,0.48745513
4,1,0.27950597
4,2,0.37299725
4,3,0.4512067
4,4,0.4650027
