task_model,task_data,value
0,0,0.47292876
0,1,0.018490227
0,2,0.03708657
0,3,0.038084257
0,4,0.13349594
1,0,0.52111536
1,1,0.36549047
1,2,0.15546319
1,3,0.0543591
1,4,0.15024592
2,0,0.520411
2,1,0.30970025
2,2,0.387443
2,3,0.12856686
2,4,0.16839355
3,0,0.5281811
3,1,0.30456752
3,2,0.37633428
3,3,0.46324587
3,4,0.16720651
4,0,0.52059877
4,1,0.31016237
4,2,0.37368107
4,3,0.44442847
4,4,0.5094693
