task_model,task_data,value
0,0,493341.99714660645
1,1,1910917.7360534668
2,2,1718922.2354888916
3,3,1170021.8544006348
4,4,636154.5877456665
5,5,381299.42989349365
6,6,315733.26766490936
7,7,287029.52444553375
8,8,284549.3101477623
9,9,285507.10529088974
