task_model,task_data,value
0,0,640.0177728974278
1,1,702.6339888683406
2,2,649.6228401836831
3,3,597.7020236630337
4,4,543.4450570399492
5,5,498.9306558968245
6,6,454.19616777707085
7,7,401.0484638297176
8,8,372.0640948314517
9,9,339.54267963669264
