task_model,task_data,value
0,0,0.20095374
1,1,0.16966243
2,2,0.13973366
3,3,0.11291725
4,4,0.106708065
5,5,0.10019527
6,6,0.094989434
7,7,0.08617495
8,8,0.07251822
9,9,0.06231729
