task_model,task_data,value
0,0,427379.896484375
1,1,1428531.35546875
2,2,1365899.5
3,3,1001855.7094726562
4,4,596048.3505859375
5,5,387816.025390625
6,6,351905.7585449219
7,7,361653.90234375
8,8,385916.0349121094
9,9,423826.29736328125
