task_model,task_data,value
0,0,108510.93101501465
1,1,196579.13208007812
2,2,242775.33292770386
3,3,303047.85895347595
4,4,360849.5283126831
5,5,370619.01795864105
6,6,442108.6847782135
7,7,468848.5767841339
8,8,499665.45164585114
9,9,516780.3305387497
