task_model,task_data,value
0,0,31872.426513671875
1,1,106330.63012695312
2,2,185620.62353515625
3,3,283719.4287109375
4,4,396163.0549316406
5,5,465826.08544921875
6,6,578589.3686523438
7,7,680234.0146484375
8,8,770172.1118164062
9,9,839595.0395507812
