task_model,task_data,value
0,0,0.52138895
1,1,0.24825217
2,2,0.1366815
3,3,0.06653008
4,4,0.036573123
5,5,0.0061536804
6,6,-0.013391645
7,7,-0.02879128
8,8,-0.030990249
9,9,-0.043786265
