task_model,task_data,value
0,0,483727.09465026855
1,1,637752.1133422852
2,2,697611.9871139526
3,3,831276.3671875
4,4,986774.0404605865
5,5,1000303.8077354431
6,6,1133904.0783643723
7,7,1245842.4373865128
8,8,1252092.7300453186
9,9,1317393.6148881912
