task_model,task_data,value
0,0,1606.8725396930615
1,1,907.3464683661085
2,2,801.6244164385283
3,3,693.8290372741423
4,4,638.0954725856153
5,5,594.5803183532369
6,6,574.2490343449676
7,7,538.3140061520481
8,8,508.54714050734964
9,9,497.5033807350049

