task_model,task_data,value
0,0,166907.94921875
1,1,369194.900390625
2,2,449227.98193359375
3,3,613181.2866210938
4,4,787420.1469726562
5,5,853731.2470703125
6,6,999598.3686523438
7,7,1169474.8374023438
8,8,1242391.0830078125
9,9,1334703.7138671875

