task_model,task_data,value
0,0,0.1928894
1,1,0.03815371
2,2,0.04294905
3,3,-0.011126984
4,4,-0.027017243
5,5,-0.05638011
6,6,-0.06963903
7,7,-0.09163815
8,8,-0.06826821
9,9,-0.09470353

