task_model,task_data,value
0,0,31251.631591796875
1,1,127224.4482421875
2,2,195732.33032226562
3,3,337375.67138671875
4,4,435033.9509277344
5,5,534035.66796875
6,6,715224.3254394531
7,7,844523.0620117188
8,8,809862.1306152344
9,9,903865.3581542969
