task_model,task_data,value
0,0,109255.7544708252
1,1,264459.29288864136
2,2,297128.23843955994
3,3,391242.00892448425
4,4,436860.9914779663
5,5,462533.18333625793
6,6,573410.613656044
7,7,586877.2008419037
8,8,595061.7545843124
9,9,627477.4944782257
