task_model,task_data,value
0,0,177294.99951171875
1,1,384216.95947265625
2,2,387072.6481933594
3,3,418035.02392578125
4,4,477575.9309082031
5,5,468353.3825683594
6,6,452787.95361328125
7,7,456538.1120605469
8,8,447558.4248046875
9,9,460400.64599609375
