task_model,task_data,value
0,0,272898.69499206543
1,1,337598.3040332794
2,2,270557.08718299866
3,3,266624.5174407959
4,4,274199.19469952583
5,5,241961.08856797218
6,6,215321.5051293373
7,7,195288.51927816868
8,8,169974.7935384512
9,9,191692.25804507732
