task_model,task_data,value
0,0,0.20380893
1,1,0.025900476
2,2,-0.0053250254
3,3,-0.026828736
4,4,-0.038809165
5,5,-0.049371764
6,6,-0.05129876
7,7,-0.05645117
8,8,-0.06005309
9,9,-0.06296018
