task_model,task_data,value
0,0,78652.02283859253
1,1,186340.181350708
2,2,234632.714509964
3,3,307944.91386413574
4,4,343697.1468925476
5,5,354095.9724187851
6,6,426337.5588655472
7,7,462432.31558799744
8,8,483857.6490879059
9,9,499520.125746727
