task_model,task_data,value
0,0,22831.792602539062
1,1,97788.93603515625
2,2,171245.38745117188
3,3,275352.16357421875
4,4,372307.84521484375
5,5,418957.5861816406
6,6,554264.2202148438
7,7,642489.4038085938
8,8,724176.8046875
9,9,787654.0922851562
