task_model,task_data,value
0,0,780.7402409288449
1,1,411.45856197312554
2,2,325.65875165170223
3,3,285.3363466350269
4,4,260.10682081654545
5,5,240.10882568854487
6,6,222.9488877142935
7,7,210.82607839053557
8,8,197.90716119986936
9,9,190.63564707805583
