task_model,task_data,value
0,0,0.26175883
1,1,0.055228326
2,2,0.021697102
3,3,0.0014891975
4,4,-0.014356881
5,5,-0.02496781
6,6,-0.032392316
7,7,-0.034160085
8,8,-0.041229192
9,9,-0.046771415
