task_model,task_data,value
0,0,73387.66312599182
1,1,137066.06459617615
2,2,174558.26884508133
3,3,232917.26672649384
4,4,292911.2809896469
5,5,347702.0551562309
6,6,371888.3447051048
7,7,428167.1332716942
8,8,454310.05612015724
9,9,463230.4781675339
