task_model,task_data,value
0,0,0.69066495
1,1,0.4371166
2,2,0.28213936
3,3,0.2027935
4,4,0.20735087
0,0,0.69066495
1,1,0.4371166
2,2,0.28213936
3,3,0.2027935
4,4,0.20735087
