task_model,task_data,value
0,0,366826.54666900635
1,1,465907.8645706177
2,2,165146.05551958084
3,3,143523.79244565964
4,4,148185.74169278145
5,5,157863.89538645744
6,6,167954.7537267208
7,7,184294.8107123375
8,8,185447.73557782173
9,9,201171.80481553078
