task_model,task_data,value
0,0,360.34251201618054
1,1,373.52092041170124
2,2,284.52008704087024
3,3,240.7871106265277
4,4,212.45703801234333
5,5,191.33182167108677
6,6,181.05349645741737
7,7,172.8261348111113
8,8,163.944017474283
9,9,164.0371258888124
