task_model,task_data,value
0,0,0.23700035
1,1,0.025539614
2,2,0.015490348
3,3,-0.03224711
4,4,-0.029305413
5,5,-0.04233729
6,6,-0.042907022
7,7,-0.06690984
8,8,-0.06549924
9,9,-0.07286776
