task_model,task_data,value
0,0,474635.9375
1,1,1048780.96484375
2,2,1359433.619140625
3,3,1962335.3671875
4,4,2486349.607421875
5,5,2489190.85546875
6,6,3082425.83984375
7,7,4298446.8984375
8,8,3700521.06640625
9,9,4833797.087890625
