task_model,task_data,value
0,0,737.472850492101
1,1,560.0339088947908
2,2,479.25883584385025
3,3,408.1920143797174
4,4,406.06687920766774
5,5,424.1530759831015
6,6,365.21989249618116
7,7,310.3462719314908
8,8,412.40917434599993
9,9,399.3314003772483
