task_model,task_data,value
0,0,631318.6492919922
1,1,1118206.9301605225
2,2,1262130.7039260864
3,3,1565098.9694595337
4,4,1982829.140663147
5,5,2080563.7784004211
6,6,2223809.4227313995
7,7,2639943.6531066895
8,8,3024392.4860954285
9,9,3829627.4361610413
