task_model,task_data,value
0,0,31706.767822265625
1,1,103476.53247070312
2,2,186503.828125
3,3,284460.1279296875
4,4,389081.14111328125
5,5,439103.7229003906
6,6,581579.5747070312
7,7,673875.1606445312
8,8,752635.2463378906
9,9,892291.3498535156
