task_model,task_data,value
0,0,0.53354156
1,1,0.25317788
2,2,0.14541866
3,3,0.06275553
4,4,0.03619542
5,5,0.004983553
6,6,-0.013654351
7,7,-0.028138287
8,8,-0.03267639
9,9,-0.040572807
