task_model,task_data,value
0,0,116042.84477233887
1,1,197642.93909072876
2,2,245909.5118045807
3,3,308990.12780189514
4,4,360230.4871082306
5,5,350544.7129011154
6,6,446576.9110918045
7,7,476391.6015625
8,8,495254.77039813995
9,9,569710.3178501129
