task_model,task_data,value
0,0,31706.767822265625
1,1,121391.7431640625
2,2,215824.8876953125
3,3,339961.2939453125
4,4,458300.31884765625
5,5,542657.091796875
6,6,649327.6376953125
7,7,798531.9477539062
8,8,811639.6860351562
9,9,921753.7268066406
0,0,31706.767822265625
1,1,121391.7431640625
2,2,215824.8876953125
3,3,339961.2939453125
4,4,458300.31884765625
5,5,542657.091796875
6,6,649327.6376953125
7,7,798531.9477539062
8,8,811639.6860351562
9,9,921753.7268066406
