epoch,value
0,1.0000001
1,0.97941303
2,0.9791239
3,0.95863634
4,0.94651645
0,1.0000001
1,0.95456356
2,0.98238456
3,0.9631127
4,0.9665429
0,1.0000001
1,0.95456356
2,0.98238456
3,0.9631127
4,0.9665429
