epoch,value
0,1.0
1,0.97435564
2,0.96665597
3,0.9372463
4,0.9393966
0,1.0
1,0.97435564
2,0.96665597
3,0.9372463
4,0.9393966
0,1.0
1,0.97435564
2,0.96665597
3,0.9372463
4,0.9393966
0,0.81625485
1,0.7952155
2,0.8026805
3,0.8139005
4,0.7654485
