epoch,value
0,0.9692618
1,0.98471117
2,0.96843845
3,0.9619791
0,0.9692618
1,0.98471117
2,0.96843845
3,0.9619791
0,0.9692618
1,0.98471117
2,0.96843845
3,0.9619791
