epoch,value
0,0.99999994
1,0.957593
2,0.961002
3,0.9627922
4,0.93644744
0,1.0
1,0.99233264
2,0.94773924
3,0.95881075
4,0.91776913
0,1.0
1,0.99233264
2,0.94773924
3,0.95881075
4,0.91776913
0,0.9137407
1,0.9119857
2,0.9241856
3,0.9027352
4,0.8734168
