epoch,value
0,0.9522996
1,0.9873285
2,0.95626974
3,0.94293386
0,0.98823756
1,0.99362296
2,0.96380377
3,0.93072486
0,0.98823756
1,0.99362296
2,0.96380377
3,0.93072486
