epoch,value
0,0.9667195
1,0.9874852
2,0.9860303
3,0.9720914
0,0.98733974
1,0.9130845
2,0.97352815
3,0.97839516
0,0.98733974
1,0.9130845
2,0.97352815
3,0.97839516
