epoch,value
0,1.0000001
1,0.82134
2,0.82096624
3,0.83520573
4,0.71129584
0,1.0000001
1,0.82134
2,0.82096624
3,0.83520573
4,0.71129584
0,1.0000001
1,0.82134
2,0.82096624
3,0.83520573
4,0.71129584
