epoch,value
0,1.0000001
1,0.9522996
2,0.9535387
3,0.9299392
4,0.86371934
0,1.0
1,0.98207545
2,0.8949198
3,0.9201674
4,0.879859
0,1.0
1,0.98207545
2,0.8949198
3,0.9201674
4,0.879859
0,0.75723183
1,0.7832008
2,0.89362156
3,0.8461833
4,0.8073201
