epoch,value
0,0.957593
1,0.9892616
2,0.984747
3,0.9768711
0,0.98518056
1,0.9927373
2,0.9783425
3,0.9791356
0,0.98518056
1,0.9927373
2,0.9783425
3,0.9791356
