epoch,value
0,0.9999999
1,0.9377435
2,0.91446096
3,0.8990949
4,0.8073363
0,0.9999999
1,0.9377435
2,0.91446096
3,0.8990949
4,0.8073363
0,0.9999999
1,0.9377435
2,0.91446096
3,0.8990949
4,0.8073363
