epoch,value
0,0.9522996
1,0.9873285
2,0.95626974
3,0.94293386
0,0.98207545
1,0.9363304
2,0.9441672
3,0.9408734
0,0.98207545
1,0.9363304
2,0.9441672
3,0.9408734
