epoch,value
0,1.0000001
1,0.97941303
2,0.9791239
3,0.95863634
4,0.94651645
0,0.9999999
1,0.9983202
2,0.9940564
3,0.98567134
4,0.9876704
0,0.9999999
1,0.9983202
2,0.9940564
3,0.98567134
4,0.9876704
0,0.9749214
1,0.9762328
2,0.97412133
3,0.97302467
4,0.97406495
