epoch,value
0,0.97941303
1,0.9953915
2,0.9897712
3,0.98168075
0,0.9983202
1,0.99369264
2,0.99502164
3,0.9900173
0,0.9983202
1,0.99369264
2,0.99502164
3,0.9900173
