epoch,value
0,0.99999994
1,0.957593
2,0.961002
3,0.9627922
4,0.93644744
0,1.0000001
1,0.98518056
2,0.96193844
3,0.9815961
4,0.9765274
0,1.0000001
1,0.98518056
2,0.96193844
3,0.9815961
4,0.9765274
