epoch,value
0,0.9377435
1,0.9847835
2,0.97455627
3,0.9509813
0,0.9377435
1,0.9847835
2,0.97455627
3,0.9509813
0,0.9377435
1,0.9847835
2,0.97455627
3,0.9509813
