epoch,value
0,1.0000001
1,0.97941303
2,0.9791239
3,0.95863634
4,0.94651645
0,1.0000001
1,0.97941303
2,0.9791239
3,0.95863634
4,0.94651645
0,1.0000001
1,0.97941303
2,0.9791239
3,0.95863634
4,0.94651645
0,0.93529814
1,0.9264506
2,0.9289049
3,0.91886896
4,0.9062293
