epoch,value
0,0.9692618
1,0.98471117
2,0.96843845
3,0.9619791
0,0.99070203
1,0.9809136
2,0.91964936
3,0.9596602
0,0.99070203
1,0.9809136
2,0.91964936
3,0.9596602
