epoch,value
0,0.9667195
1,0.9874852
2,0.9860303
3,0.9720914
0,0.950959
1,0.9950984
2,0.9598984
3,0.9066652
0,0.950959
1,0.9950984
2,0.9598984
3,0.9066652
