epoch,value
0,1.0000001
1,0.9522996
2,0.9535387
3,0.9299392
4,0.86371934
0,1.0
1,0.98823756
2,0.9802885
3,0.98252696
4,0.9127118
0,1.0
1,0.98823756
2,0.9802885
3,0.98252696
4,0.9127118
