epoch,value
0,1.0000001
1,0.97941303
2,0.9791239
3,0.95863634
4,0.94651645
0,1.0
1,0.9986592
2,0.9973332
3,0.99383193
4,0.98247695
0,1.0
1,0.9986592
2,0.9973332
3,0.99383193
4,0.98247695
0,0.9639973
1,0.96525127
2,0.9625478
3,0.96364003
4,0.95339805
